"","race_code","sex_code","ethnic_code","age_group","party_cd","gender_code","congressional_dist","presidential","n","n_registered"
"3463","B","U","UN","25-44","UNA","U",2,0,40,334
"3464","B","U","UN","25-44","UNA","U",3,0,17,200
"3465","B","U","UN","25-44","UNA","U",3,1,3,38
"3466","B","U","UN","25-44","UNA","U",4,0,67,625
"3467","B","U","UN","25-44","UNA","U",4,1,2,8
"3468","B","U","UN","25-44","UNA","U",5,0,3,27
"3469","B","U","UN","25-44","UNA","U",5,1,3,22
"3470","B","U","UN","25-44","UNA","U",6,0,8,107
"3471","B","U","UN","25-44","UNA","U",7,0,21,227
"3472","B","U","UN","25-44","UNA","U",7,1,4,24
"3473","B","U","UN","25-44","UNA","U",8,0,85,882
"3474","B","U","UN","25-44","UNA","U",8,1,135,738
"3475","B","U","UN","25-44","UNA","U",9,0,27,313
"3476","B","U","UN","25-44","UNA","U",10,0,10,124
"3477","B","U","UN","25-44","UNA","U",10,1,1,6
"3478","B","U","UN","25-44","UNA","U",11,0,4,14
"3479","B","U","UN","25-44","UNA","U",11,1,4,24
"3480","B","U","UN","25-44","UNA","U",12,0,22,273
"3481","B","U","UN","25-44","UNA","U",13,0,14,118
"3482","B","U","UN","25-44","UNA","U",13,1,10,46
"3483","B","U","UN","45-64","DEM","U",1,0,159,922
"3484","B","U","UN","45-64","DEM","U",2,0,130,548
"3485","B","U","UN","45-64","DEM","U",3,0,157,833
"3486","B","U","UN","45-64","DEM","U",3,1,32,114
"3487","B","U","UN","45-64","DEM","U",4,0,251,1239
"3488","B","U","UN","45-64","DEM","U",4,1,10,44
"3489","B","U","UN","45-64","DEM","U",5,0,25,137
"3490","B","U","UN","45-64","DEM","U",5,1,28,100
"3491","B","U","UN","45-64","DEM","U",6,0,31,200
"3492","B","U","UN","45-64","DEM","U",7,0,124,708
"3493","B","U","UN","45-64","DEM","U",7,1,17,70
"3494","B","U","UN","45-64","DEM","U",8,0,342,1633
"3495","B","U","UN","45-64","DEM","U",8,1,352,1290
"3496","B","U","UN","45-64","DEM","U",9,0,121,768
"3497","B","U","UN","45-64","DEM","U",10,0,45,284
"3498","B","U","UN","45-64","DEM","U",10,1,3,14
"3499","B","U","UN","45-64","DEM","U",11,0,20,152
"3500","B","U","UN","45-64","DEM","U",11,1,14,90
"3501","B","U","UN","45-64","DEM","U",12,0,93,610
"3502","B","U","UN","45-64","DEM","U",13,0,67,412
"3503","B","U","UN","45-64","DEM","U",13,1,46,192
"3504","B","U","UN","45-64","LIB","U",8,1,1,2
"3505","B","U","UN","45-64","LIB","U",9,0,0,3
"3506","B","U","UN","45-64","LIB","U",12,0,0,3
"3507","B","U","UN","45-64","REP","U",1,0,2,10
"3508","B","U","UN","45-64","REP","U",2,0,2,17
"3509","B","U","UN","45-64","REP","U",3,0,2,18
"3510","B","U","UN","45-64","REP","U",4,0,2,19
"3511","B","U","UN","45-64","REP","U",4,1,0,2
"3512","B","U","UN","45-64","REP","U",5,0,1,6
"3513","B","U","UN","45-64","REP","U",6,0,0,5
"3514","B","U","UN","45-64","REP","U",7,0,1,7
"3515","B","U","UN","45-64","REP","U",7,1,1,6
"3516","B","U","UN","45-64","REP","U",8,0,12,77
"3517","B","U","UN","45-64","REP","U",8,1,14,60
"3518","B","U","UN","45-64","REP","U",9,0,2,20
"3519","B","U","UN","45-64","REP","U",10,0,0,5
"3520","B","U","UN","45-64","REP","U",11,0,0,4
"3521","B","U","UN","45-64","REP","U",11,1,1,2
"3522","B","U","UN","45-64","REP","U",12,0,2,20
"3523","B","U","UN","45-64","REP","U",13,0,2,6
"3524","B","U","UN","45-64","REP","U",13,1,0,2
"3525","B","U","UN","45-64","UNA","U",1,0,20,161
"3526","B","U","UN","45-64","UNA","U",2,0,24,139
"3527","B","U","UN","45-64","UNA","U",3,0,21,172
"3528","B","U","UN","45-64","UNA","U",3,1,5,28
"3529","B","U","UN","45-64","UNA","U",4,0,48,296
"3530","B","U","UN","45-64","UNA","U",4,1,0,6
"3531","B","U","UN","45-64","UNA","U",5,0,2,11
"3532","B","U","UN","45-64","UNA","U",5,1,3,21
"3533","B","U","UN","45-64","UNA","U",6,0,6,57
"3534","B","U","UN","45-64","UNA","U",7,0,26,174
"3535","B","U","UN","45-64","UNA","U",7,1,6,18
"3536","B","U","UN","45-64","UNA","U",8,0,64,450
"3537","B","U","UN","45-64","UNA","U",8,1,90,356
"3538","B","U","UN","45-64","UNA","U",9,0,23,179
"3539","B","U","UN","45-64","UNA","U",10,0,10,77
"3540","B","U","UN","45-64","UNA","U",10,1,0,3
"3541","B","U","UN","45-64","UNA","U",11,0,3,25
"3542","B","U","UN","45-64","UNA","U",11,1,1,18
"3543","B","U","UN","45-64","UNA","U",12,0,17,147
"3544","B","U","UN","45-64","UNA","U",13,0,14,104
"3545","B","U","UN","45-64","UNA","U",13,1,6,40
"3546","B","U","UN","65+","DEM","U",1,0,72,459
"3547","B","U","UN","65+","DEM","U",2,0,32,178
"3548","B","U","UN","65+","DEM","U",3,0,64,391
"3549","B","U","UN","65+","DEM","U",3,1,16,66
"3550","B","U","UN","65+","DEM","U",4,0,76,502
"3551","B","U","UN","65+","DEM","U",4,1,4,24
"3552","B","U","UN","65+","DEM","U",5,0,12,64
"3553","B","U","UN","65+","DEM","U",5,1,9,33
"3554","B","U","UN","65+","DEM","U",6,0,10,73
"3555","B","U","UN","65+","DEM","U",7,0,57,294
"3556","B","U","UN","65+","DEM","U",7,1,5,30
"3557","B","U","UN","65+","DEM","U",8,0,93,476
"3558","B","U","UN","65+","DEM","U",8,1,82,326
"3559","B","U","UN","65+","DEM","U",9,0,58,326
"3560","B","U","UN","65+","DEM","U",10,0,17,107
"3561","B","U","UN","65+","DEM","U",10,1,2,7
"3562","B","U","UN","65+","DEM","U",11,0,13,70
"3563","B","U","UN","65+","DEM","U",11,1,7,36
"3564","B","U","UN","65+","DEM","U",12,0,38,248
"3565","B","U","UN","65+","DEM","U",13,0,27,186
"3566","B","U","UN","65+","DEM","U",13,1,12,66
"3567","B","U","UN","65+","REP","U",2,0,1,3
"3568","B","U","UN","65+","REP","U",3,1,1,4
"3569","B","U","UN","65+","REP","U",4,0,1,3
"3570","B","U","UN","65+","REP","U",5,0,0,2
"3571","B","U","UN","65+","REP","U",5,1,0,1
"3572","B","U","UN","65+","REP","U",6,0,0,2
"3573","B","U","UN","65+","REP","U",7,0,1,6
"3574","B","U","UN","65+","REP","U",7,1,2,4
"3575","B","U","UN","65+","REP","U",8,0,4,20
"3576","B","U","UN","65+","REP","U",8,1,5,16
"3577","B","U","UN","65+","REP","U",10,0,1,6
"3578","B","U","UN","65+","REP","U",10,1,0,1
"3579","B","U","UN","65+","UNA","U",1,0,6,34
"3580","B","U","UN","65+","UNA","U",2,0,6,38
"3581","B","U","UN","65+","UNA","U",3,0,8,30
"3582","B","U","UN","65+","UNA","U",3,1,1,4
"3583","B","U","UN","65+","UNA","U",4,0,13,95
"3584","B","U","UN","65+","UNA","U",4,1,2,3
"3585","B","U","UN","65+","UNA","U",5,0,0,2
"3586","B","U","UN","65+","UNA","U",6,0,2,10
"3587","B","U","UN","65+","UNA","U",7,0,8,47
"3588","B","U","UN","65+","UNA","U",7,1,2,4
"3589","B","U","UN","65+","UNA","U",8,0,27,113
"3590","B","U","UN","65+","UNA","U",8,1,22,76
"3591","B","U","UN","65+","UNA","U",9,0,5,49
"3592","B","U","UN","65+","UNA","U",10,0,2,15
"3593","B","U","UN","65+","UNA","U",11,0,0,2
"3594","B","U","UN","65+","UNA","U",12,0,4,47
"3595","B","U","UN","65+","UNA","U",13,0,5,24
"3596","B","U","UN","65+","UNA","U",13,1,5,9
"3597","I","F","HL","18-24","DEM","F",1,0,1,3
"3598","I","F","HL","18-24","DEM","F",2,0,2,7
"3599","I","F","HL","18-24","DEM","F",3,0,0,1
"3600","I","F","HL","18-24","DEM","F",3,1,1,2
"3601","I","F","HL","18-24","DEM","F",4,0,6,25
"3602","I","F","HL","18-24","DEM","F",5,0,1,2
"3603","I","F","HL","18-24","DEM","F",7,0,1,4
"3604","I","F","HL","18-24","DEM","F",8,0,1,4
"3605","I","F","HL","18-24","DEM","F",9,0,1,13
"3606","I","F","HL","18-24","DEM","F",11,0,1,2
"3607","I","F","HL","18-24","DEM","F",12,0,0,5
"3608","I","F","HL","18-24","DEM","F",13,0,2,8
"3609","I","F","HL","18-24","DEM","F",13,1,2,10
"3610","I","F","HL","18-24","REP","F",2,0,0,1
"3611","I","F","HL","18-24","REP","F",3,1,1,2
"3612","I","F","HL","18-24","REP","F",4,0,0,1
"3613","I","F","HL","18-24","UNA","F",2,0,2,14
"3614","I","F","HL","18-24","UNA","F",4,0,3,20
"3615","I","F","HL","18-24","UNA","F",5,0,1,2
"3616","I","F","HL","18-24","UNA","F",5,1,1,2
"3617","I","F","HL","18-24","UNA","F",6,0,0,3
"3618","I","F","HL","18-24","UNA","F",7,0,2,6
"3619","I","F","HL","18-24","UNA","F",8,0,1,6
"3620","I","F","HL","18-24","UNA","F",8,1,1,6
"3621","I","F","HL","18-24","UNA","F",9,0,3,20
"3622","I","F","HL","18-24","UNA","F",10,0,0,3
"3623","I","F","HL","18-24","UNA","F",11,0,2,16
"3624","I","F","HL","18-24","UNA","F",11,1,2,4
"3625","I","F","HL","18-24","UNA","F",12,0,1,8
"3626","I","F","HL","25-44","DEM","F",1,0,1,2
"3627","I","F","HL","25-44","DEM","F",2,0,2,23
"3628","I","F","HL","25-44","DEM","F",3,0,1,2
"3629","I","F","HL","25-44","DEM","F",4,0,5,49
"3630","I","F","HL","25-44","DEM","F",6,0,2,3
"3631","I","F","HL","25-44","DEM","F",7,0,1,8
"3632","I","F","HL","25-44","DEM","F",8,0,4,12
"3633","I","F","HL","25-44","DEM","F",8,1,5,24
"3634","I","F","HL","25-44","DEM","F",9,0,5,30
"3635","I","F","HL","25-44","DEM","F",10,0,2,3
"3636","I","F","HL","25-44","DEM","F",11,0,2,10
"3637","I","F","HL","25-44","DEM","F",12,0,4,26
"3638","I","F","HL","25-44","DEM","F",13,0,3,12
"3639","I","F","HL","25-44","DEM","F",13,1,1,2
"3640","I","F","HL","25-44","LIB","F",4,1,0,1
"3641","I","F","HL","25-44","LIB","F",7,0,0,2
"3642","I","F","HL","25-44","LIB","F",8,0,0,2
"3643","I","F","HL","25-44","LIB","F",13,1,0,1
"3644","I","F","HL","25-44","REP","F",2,0,0,4
"3645","I","F","HL","25-44","REP","F",3,0,1,4
"3646","I","F","HL","25-44","REP","F",3,1,1,2
"3647","I","F","HL","25-44","REP","F",4,0,0,4
"3648","I","F","HL","25-44","REP","F",5,1,1,2
"3649","I","F","HL","25-44","REP","F",6,0,0,2
"3650","I","F","HL","25-44","REP","F",7,0,0,1
"3651","I","F","HL","25-44","REP","F",8,0,1,13
"3652","I","F","HL","25-44","REP","F",8,1,3,14
"3653","I","F","HL","25-44","REP","F",9,0,0,3
"3654","I","F","HL","25-44","REP","F",10,0,0,2
"3655","I","F","HL","25-44","REP","F",11,0,1,4
"3656","I","F","HL","25-44","REP","F",12,0,0,3
"3657","I","F","HL","25-44","UNA","F",1,0,1,4
"3658","I","F","HL","25-44","UNA","F",2,0,2,13
"3659","I","F","HL","25-44","UNA","F",3,0,1,2
"3660","I","F","HL","25-44","UNA","F",4,0,4,29
"3661","I","F","HL","25-44","UNA","F",5,0,1,5
"3662","I","F","HL","25-44","UNA","F",5,1,0,1
"3663","I","F","HL","25-44","UNA","F",7,0,3,20
"3664","I","F","HL","25-44","UNA","F",8,0,0,2
"3665","I","F","HL","25-44","UNA","F",8,1,1,6
"3666","I","F","HL","25-44","UNA","F",9,0,4,20
"3667","I","F","HL","25-44","UNA","F",10,0,0,1
"3668","I","F","HL","25-44","UNA","F",10,1,0,1
"3669","I","F","HL","25-44","UNA","F",11,0,1,4
"3670","I","F","HL","25-44","UNA","F",12,0,2,12
"3671","I","F","HL","25-44","UNA","F",13,1,1,4
"3672","I","F","HL","45-64","DEM","F",1,0,1,2
"3673","I","F","HL","45-64","DEM","F",2,0,3,10
"3674","I","F","HL","45-64","DEM","F",4,0,3,11
"3675","I","F","HL","45-64","DEM","F",6,0,0,3
"3676","I","F","HL","45-64","DEM","F",8,0,2,10
"3677","I","F","HL","45-64","DEM","F",8,1,2,6
"3678","I","F","HL","45-64","DEM","F",9,0,2,20
"3679","I","F","HL","45-64","DEM","F",10,0,1,5
"3680","I","F","HL","45-64","DEM","F",11,0,1,2
"3681","I","F","HL","45-64","DEM","F",11,1,1,2
"3682","I","F","HL","45-64","DEM","F",12,0,2,20
"3683","I","F","HL","45-64","DEM","F",13,0,1,5
"3684","I","F","HL","45-64","DEM","F",13,1,1,4
"3685","I","F","HL","45-64","REP","F",1,0,1,2
"3686","I","F","HL","45-64","REP","F",3,0,2,4
"3687","I","F","HL","45-64","REP","F",3,1,1,2
"3688","I","F","HL","45-64","REP","F",7,1,1,2
"3689","I","F","HL","45-64","REP","F",8,0,2,6
"3690","I","F","HL","45-64","REP","F",8,1,1,2
"3691","I","F","HL","45-64","REP","F",10,0,1,3
"3692","I","F","HL","45-64","REP","F",11,0,2,4
"3693","I","F","HL","45-64","REP","F",13,0,0,1
"3694","I","F","HL","45-64","UNA","F",4,0,3,8
"3695","I","F","HL","45-64","UNA","F",4,1,0,1
"3696","I","F","HL","45-64","UNA","F",6,0,0,2
"3697","I","F","HL","45-64","UNA","F",7,0,1,2
"3698","I","F","HL","45-64","UNA","F",10,0,0,2
"3699","I","F","HL","45-64","UNA","F",13,0,1,2
"3700","I","F","HL","45-64","UNA","F",13,1,1,3
"3701","I","F","HL","65+","DEM","F",2,0,0,2
"3702","I","F","HL","65+","DEM","F",4,0,1,4
"3703","I","F","HL","65+","DEM","F",8,0,1,2
"3704","I","F","HL","65+","DEM","F",8,1,1,2
"3705","I","F","HL","65+","DEM","F",13,0,2,8
"3706","I","F","HL","65+","DEM","F",13,1,1,6
"3707","I","F","HL","65+","REP","F",11,0,1,2
"3708","I","F","HL","65+","REP","F",13,0,1,2
"3709","I","F","HL","65+","REP","F",13,1,1,2
"3710","I","F","HL","65+","UNA","F",1,0,0,1
"3711","I","F","HL","65+","UNA","F",3,0,0,1
"3712","I","F","NL","18-24","DEM","F",1,0,9,68
"3713","I","F","NL","18-24","DEM","F",2,0,5,29
"3714","I","F","NL","18-24","DEM","F",3,0,3,20
"3715","I","F","NL","18-24","DEM","F",3,1,2,4
"3716","I","F","NL","18-24","DEM","F",4,0,18,105
"3717","I","F","NL","18-24","DEM","F",5,0,1,8
"3718","I","F","NL","18-24","DEM","F",7,0,9,67
"3719","I","F","NL","18-24","DEM","F",7,1,10,46
"3720","I","F","NL","18-24","DEM","F",8,0,6,79
"3721","I","F","NL","18-24","DEM","F",8,1,12,54
"3722","I","F","NL","18-24","DEM","F",9,0,139,1662
"3723","I","F","NL","18-24","DEM","F",11,0,17,142
"3724","I","F","NL","18-24","DEM","F",11,1,3,14
"3725","I","F","NL","18-24","DEM","F",12,0,4,38
"3726","I","F","NL","18-24","DEM","F",13,0,2,12
"3727","I","F","NL","18-24","DEM","F",13,1,3,10
"3728","I","F","NL","18-24","LIB","F",8,0,1,2
"3729","I","F","NL","18-24","LIB","F",9,0,1,16
"3730","I","F","NL","18-24","LIB","F",11,0,1,4
"3731","I","F","NL","18-24","REP","F",1,0,2,10
"3732","I","F","NL","18-24","REP","F",2,0,2,13
"3733","I","F","NL","18-24","REP","F",3,0,3,12
"3734","I","F","NL","18-24","REP","F",3,1,1,4
"3735","I","F","NL","18-24","REP","F",4,0,4,19
"3736","I","F","NL","18-24","REP","F",7,0,3,36
"3737","I","F","NL","18-24","REP","F",7,1,2,10
"3738","I","F","NL","18-24","REP","F",8,0,3,62
"3739","I","F","NL","18-24","REP","F",8,1,7,44
"3740","I","F","NL","18-24","REP","F",9,0,69,652
"3741","I","F","NL","18-24","REP","F",10,0,2,6
"3742","I","F","NL","18-24","REP","F",11,0,9,58
"3743","I","F","NL","18-24","REP","F",11,1,1,6
"3744","I","F","NL","18-24","REP","F",12,0,0,12
"3745","I","F","NL","18-24","REP","F",13,0,4,12
"3746","I","F","NL","18-24","REP","F",13,1,3,10
"3747","I","F","NL","18-24","UNA","F",1,0,3,26
"3748","I","F","NL","18-24","UNA","F",2,0,9,54
"3749","I","F","NL","18-24","UNA","F",3,0,2,40
"3750","I","F","NL","18-24","UNA","F",3,1,3,26
"3751","I","F","NL","18-24","UNA","F",4,0,13,100
"3752","I","F","NL","18-24","UNA","F",5,0,3,16
"3753","I","F","NL","18-24","UNA","F",5,1,0,2
"3754","I","F","NL","18-24","UNA","F",6,0,1,8
"3755","I","F","NL","18-24","UNA","F",7,0,9,116
"3756","I","F","NL","18-24","UNA","F",7,1,4,36
"3757","I","F","NL","18-24","UNA","F",8,0,6,111
"3758","I","F","NL","18-24","UNA","F",8,1,10,96
"3759","I","F","NL","18-24","UNA","F",9,0,122,1711
"3760","I","F","NL","18-24","UNA","F",10,0,3,14
"3761","I","F","NL","18-24","UNA","F",10,1,0,2
"3762","I","F","NL","18-24","UNA","F",11,0,21,246
"3763","I","F","NL","18-24","UNA","F",11,1,7,28
"3764","I","F","NL","18-24","UNA","F",12,0,1,36
"3765","I","F","NL","18-24","UNA","F",13,0,2,14
"3766","I","F","NL","18-24","UNA","F",13,1,2,28
"3767","I","F","NL","25-44","CST","F",9,0,2,6
"3768","I","F","NL","25-44","DEM","F",1,0,56,491
"3769","I","F","NL","25-44","DEM","F",2,0,31,226
"3770","I","F","NL","25-44","DEM","F",3,0,9,109
"3771","I","F","NL","25-44","DEM","F",3,1,6,46
"3772","I","F","NL","25-44","DEM","F",4,0,65,714
"3773","I","F","NL","25-44","DEM","F",4,1,1,12
"3774","I","F","NL","25-44","DEM","F",5,0,8,79
"3775","I","F","NL","25-44","DEM","F",5,1,5,56
"3776","I","F","NL","25-44","DEM","F",6,0,3,41
"3777","I","F","NL","25-44","DEM","F",7,0,72,788
"3778","I","F","NL","25-44","DEM","F",7,1,55,366
"3779","I","F","NL","25-44","DEM","F",8,0,64,752
"3780","I","F","NL","25-44","DEM","F",8,1,67,614
"3781","I","F","NL","25-44","DEM","F",9,0,1018,11136
"3782","I","F","NL","25-44","DEM","F",10,0,9,91
"3783","I","F","NL","25-44","DEM","F",10,1,0,8
"3784","I","F","NL","25-44","DEM","F",11,0,91,961
"3785","I","F","NL","25-44","DEM","F",11,1,14,98
"3786","I","F","NL","25-44","DEM","F",12,0,32,278
"3787","I","F","NL","25-44","DEM","F",13,0,27,208
"3788","I","F","NL","25-44","DEM","F",13,1,16,100
"3789","I","F","NL","25-44","LIB","F",1,0,1,2
"3790","I","F","NL","25-44","LIB","F",2,0,0,3
"3791","I","F","NL","25-44","LIB","F",4,0,1,5
"3792","I","F","NL","25-44","LIB","F",7,0,1,2
"3793","I","F","NL","25-44","LIB","F",8,0,1,2
"3794","I","F","NL","25-44","LIB","F",9,0,3,24
"3795","I","F","NL","25-44","LIB","F",11,0,3,14
"3796","I","F","NL","25-44","REP","F",1,0,4,43
"3797","I","F","NL","25-44","REP","F",2,0,9,76
"3798","I","F","NL","25-44","REP","F",3,0,13,167
"3799","I","F","NL","25-44","REP","F",3,1,8,58
"3800","I","F","NL","25-44","REP","F",4,0,13,140
"3801","I","F","NL","25-44","REP","F",4,1,1,7
"3802","I","F","NL","25-44","REP","F",5,0,5,40
"3803","I","F","NL","25-44","REP","F",5,1,11,46
"3804","I","F","NL","25-44","REP","F",6,0,2,23
"3805","I","F","NL","25-44","REP","F",7,0,21,269
"3806","I","F","NL","25-44","REP","F",7,1,13,68
"3807","I","F","NL","25-44","REP","F",8,0,37,380
"3808","I","F","NL","25-44","REP","F",8,1,42,310
"3809","I","F","NL","25-44","REP","F",9,0,170,2122
"3810","I","F","NL","25-44","REP","F",10,0,11,93
"3811","I","F","NL","25-44","REP","F",10,1,2,10
"3812","I","F","NL","25-44","REP","F",11,0,32,383
"3813","I","F","NL","25-44","REP","F",11,1,9,62
"3814","I","F","NL","25-44","REP","F",12,0,8,94
"3815","I","F","NL","25-44","REP","F",13,0,19,190
"3816","I","F","NL","25-44","REP","F",13,1,15,65
"3817","I","F","NL","25-44","UNA","F",1,0,12,165
"3818","I","F","NL","25-44","UNA","F",2,0,28,196
"3819","I","F","NL","25-44","UNA","F",3,0,14,299
"3820","I","F","NL","25-44","UNA","F",3,1,13,80
"3821","I","F","NL","25-44","UNA","F",4,0,44,450
"3822","I","F","NL","25-44","UNA","F",5,0,6,106
"3823","I","F","NL","25-44","UNA","F",5,1,9,67
"3824","I","F","NL","25-44","UNA","F",6,0,4,33
"3825","I","F","NL","25-44","UNA","F",7,0,51,592
"3826","I","F","NL","25-44","UNA","F",7,1,24,204
"3827","I","F","NL","25-44","UNA","F",8,0,48,673
"3828","I","F","NL","25-44","UNA","F",8,1,60,572
"3829","I","F","NL","25-44","UNA","F",9,0,474,5536
"3830","I","F","NL","25-44","UNA","F",10,0,12,100
"3831","I","F","NL","25-44","UNA","F",10,1,3,21
"3832","I","F","NL","25-44","UNA","F",11,0,104,1374
"3833","I","F","NL","25-44","UNA","F",11,1,21,132
"3834","I","F","NL","25-44","UNA","F",12,0,24,237
"3835","I","F","NL","25-44","UNA","F",13,0,15,231
"3836","I","F","NL","25-44","UNA","F",13,1,13,70
"3837","I","F","NL","45-64","DEM","F",1,0,97,603
"3838","I","F","NL","45-64","DEM","F",2,0,41,252
"3839","I","F","NL","45-64","DEM","F",3,0,28,231
"3840","I","F","NL","45-64","DEM","F",3,1,11,76
"3841","I","F","NL","45-64","DEM","F",4,0,75,594
"3842","I","F","NL","45-64","DEM","F",4,1,2,13
"3843","I","F","NL","45-64","DEM","F",5,0,7,82
"3844","I","F","NL","45-64","DEM","F",5,1,9,92
"3845","I","F","NL","45-64","DEM","F",6,0,4,39
"3846","I","F","NL","45-64","DEM","F",7,0,179,1185
"3847","I","F","NL","45-64","DEM","F",7,1,110,534
"3848","I","F","NL","45-64","DEM","F",8,0,99,936
"3849","I","F","NL","45-64","DEM","F",8,1,128,796
"3850","I","F","NL","45-64","DEM","F",9,0,1954,15755
"3851","I","F","NL","45-64","DEM","F",10,0,15,158
"3852","I","F","NL","45-64","DEM","F",10,1,1,8
"3853","I","F","NL","45-64","DEM","F",11,0,147,1208
"3854","I","F","NL","45-64","DEM","F",11,1,18,138
"3855","I","F","NL","45-64","DEM","F",12,0,34,261
"3856","I","F","NL","45-64","DEM","F",13,0,38,376
"3857","I","F","NL","45-64","DEM","F",13,1,25,185
"3858","I","F","NL","45-64","LIB","F",2,0,0,2
"3859","I","F","NL","45-64","LIB","F",4,0,0,2
"3860","I","F","NL","45-64","LIB","F",8,0,1,4
"3861","I","F","NL","45-64","LIB","F",8,1,2,6
"3862","I","F","NL","45-64","LIB","F",9,0,2,19
"3863","I","F","NL","45-64","LIB","F",11,1,1,2
"3864","I","F","NL","45-64","LIB","F",12,0,0,3
"3865","I","F","NL","45-64","REP","F",1,0,12,94
"3866","I","F","NL","45-64","REP","F",2,0,12,86
"3867","I","F","NL","45-64","REP","F",3,0,23,178
"3868","I","F","NL","45-64","REP","F",3,1,14,94
"3869","I","F","NL","45-64","REP","F",4,0,18,184
"3870","I","F","NL","45-64","REP","F",4,1,0,11
"3871","I","F","NL","45-64","REP","F",5,0,7,78
"3872","I","F","NL","45-64","REP","F",5,1,7,64
"3873","I","F","NL","45-64","REP","F",6,0,2,18
"3874","I","F","NL","45-64","REP","F",7,0,51,330
"3875","I","F","NL","45-64","REP","F",7,1,16,84
"3876","I","F","NL","45-64","REP","F",8,0,65,486
"3877","I","F","NL","45-64","REP","F",8,1,61,386
"3878","I","F","NL","45-64","REP","F",9,0,266,1971
"3879","I","F","NL","45-64","REP","F",10,0,17,123
"3880","I","F","NL","45-64","REP","F",10,1,2,14
"3881","I","F","NL","45-64","REP","F",11,0,53,606
"3882","I","F","NL","45-64","REP","F",11,1,6,40
"3883","I","F","NL","45-64","REP","F",12,0,14,109
"3884","I","F","NL","45-64","REP","F",13,0,55,315
"3885","I","F","NL","45-64","REP","F",13,1,22,113
"3886","I","F","NL","45-64","UNA","F",1,0,15,109
"3887","I","F","NL","45-64","UNA","F",2,0,22,139
"3888","I","F","NL","45-64","UNA","F",3,0,20,191
"3889","I","F","NL","45-64","UNA","F",3,1,13,76
"3890","I","F","NL","45-64","UNA","F",4,0,34,278
"3891","I","F","NL","45-64","UNA","F",4,1,2,9
"3892","I","F","NL","45-64","UNA","F",5,0,14,83
"3893","I","F","NL","45-64","UNA","F",5,1,13,54
"3894","I","F","NL","45-64","UNA","F",6,0,2,18
"3895","I","F","NL","45-64","UNA","F",7,0,46,380
"3896","I","F","NL","45-64","UNA","F",7,1,13,92
"3897","I","F","NL","45-64","UNA","F",8,0,57,561
"3898","I","F","NL","45-64","UNA","F",8,1,60,390
"3899","I","F","NL","45-64","UNA","F",9,0,475,3314
"3900","I","F","NL","45-64","UNA","F",10,0,13,135
"3901","I","F","NL","45-64","UNA","F",10,1,2,12
"3902","I","F","NL","45-64","UNA","F",11,0,137,1074
"3903","I","F","NL","45-64","UNA","F",11,1,18,86
"3904","I","F","NL","45-64","UNA","F",12,0,18,200
"3905","I","F","NL","45-64","UNA","F",13,0,33,250
"3906","I","F","NL","45-64","UNA","F",13,1,12,101
"3907","I","F","NL","65+","DEM","F",1,0,59,448
"3908","I","F","NL","65+","DEM","F",2,0,11,78
"3909","I","F","NL","65+","DEM","F",3,0,15,120
"3910","I","F","NL","65+","DEM","F",3,1,9,52
"3911","I","F","NL","65+","DEM","F",4,0,26,223
"3912","I","F","NL","65+","DEM","F",4,1,1,5
"3913","I","F","NL","65+","DEM","F",5,0,8,52
"3914","I","F","NL","65+","DEM","F",5,1,8,42
"3915","I","F","NL","65+","DEM","F",6,0,2,15
"3916","I","F","NL","65+","DEM","F",7,0,126,1063
"3917","I","F","NL","65+","DEM","F",7,1,80,488
"3918","I","F","NL","65+","DEM","F",8,0,60,643
"3919","I","F","NL","65+","DEM","F",8,1,57,496
"3920","I","F","NL","65+","DEM","F",9,0,1406,13153
"3921","I","F","NL","65+","DEM","F",10,0,7,55
